gene_claim_name	nomenclature	concept_id	gene_name	source_db_name	source_db_version
ERBB3	Gene Symbol	hgnc:3431	ERBB3	NCBI	20240410
ERBB3	Gene Symbol	hgnc:3431	ERBB3	Ensembl	111
ERBB3	Gene Symbol	hgnc:3431	ERBB3	ChEMBL	33
GLRB	Gene Symbol	hgnc:4329	GLRB	HGNC	20240408
GLRB	Gene Symbol	hgnc:4329	GLRB	NCBI	20240410
GLRB	Gene Symbol	hgnc:4329	GLRB	Ensembl	111
JAK3	Gene Symbol	hgnc:6193	JAK3	HGNC	20240408
JAK3	Gene Symbol	hgnc:6193	JAK3	Ensembl	111
JAK3	Gene Symbol	hgnc:6193	JAK3	NCBI	20240410
TYK2	Gene Symbol	hgnc:12440	TYK2	HGNC	20240408
TYK2	Gene Symbol	hgnc:12440	TYK2	Ensembl	111
TYK2	Gene Symbol	hgnc:12440	TYK2	NCBI	20240410
MT-ND4L	Gene Symbol	hgnc:7460	MT-ND4L	HGNC	20240408
MT-ND4L	Gene Symbol	hgnc:7460	MT-ND4L	Ensembl	111
MT-ND4L	Gene Symbol	hgnc:7460	MT-ND4L	ChEMBL	33
NDUFA4	Gene Symbol	hgnc:7687	NDUFA4	HGNC	20240408
NDUFA4	Gene Symbol	hgnc:7687	NDUFA4	NCBI	20240410
NDUFA4	Gene Symbol	hgnc:7687	NDUFA4	Ensembl	111
NDUFA11	Gene Symbol	hgnc:20371	NDUFA11	HGNC	20240408
NDUFA11	Gene Symbol	hgnc:20371	NDUFA11	NCBI	20240410
NDUFA11	Gene Symbol	hgnc:20371	NDUFA11	Ensembl	111
NDUFS2	Gene Symbol	hgnc:7708	NDUFS2	HGNC	20240408
NDUFS2	Gene Symbol	hgnc:7708	NDUFS2	Ensembl	111
NDUFS2	Gene Symbol	hgnc:7708	NDUFS2	NCBI	20240410
MT-ND5	Gene Symbol	hgnc:7461	MT-ND5	HGNC	20240408
MT-ND5	Gene Symbol	hgnc:7461	MT-ND5	Ensembl	111
MT-ND5	Gene Symbol	hgnc:7461	MT-ND5	ChEMBL	33
NDUFA8	Gene Symbol	hgnc:7692	NDUFA8	HGNC	20240408
NDUFA8	Gene Symbol	hgnc:7692	NDUFA8	NCBI	20240410
NDUFA8	Gene Symbol	hgnc:7692	NDUFA8	Ensembl	111
MT-ND4	Gene Symbol	hgnc:7459	MT-ND4	HGNC	20240408
MT-ND4	Gene Symbol	hgnc:7459	MT-ND4	Ensembl	111
NDUFA1	Gene Symbol	hgnc:7683	NDUFA1	HGNC	20240408
NDUFA1	Gene Symbol	hgnc:7683	NDUFA1	Ensembl	111
NDUFA1	Gene Symbol	hgnc:7683	NDUFA1	NCBI	20240410
NDUFS4	Gene Symbol	hgnc:7711	NDUFS4	HGNC	20240408
NDUFS4	Gene Symbol	hgnc:7711	NDUFS4	NCBI	20240410
NDUFS4	Gene Symbol	hgnc:7711	NDUFS4	Ensembl	111
NDUFS4	Gene Symbol	hgnc:7711	NDUFS4	ChEMBL	33
NDUFS5	Gene Symbol	hgnc:7712	NDUFS5	HGNC	20240408
NDUFS5	Gene Symbol	hgnc:7712	NDUFS5	NCBI	20240410
NDUFS5	Gene Symbol	hgnc:7712	NDUFS5	Ensembl	111
NDUFS6	Gene Symbol	hgnc:7713	NDUFS6	HGNC	20240408
NDUFS6	Gene Symbol	hgnc:7713	NDUFS6	NCBI	20240410
NDUFS6	Gene Symbol	hgnc:7713	NDUFS6	Ensembl	111
NDUFB1	Gene Symbol	hgnc:7695	NDUFB1	HGNC	20240408
NDUFB1	Gene Symbol	hgnc:7695	NDUFB1	NCBI	20240410
NDUFB1	Gene Symbol	hgnc:7695	NDUFB1	Ensembl	111
CYP11B1	Gene Name	hgnc:2591	CYP11B1	DrugBank	5.1.12
NDUFB1	Gene Symbol	hgnc:7695	NDUFB1	ChEMBL	33
NDUFS3	Gene Symbol	hgnc:7710	NDUFS3	HGNC	20240408
NDUFS3	Gene Symbol	hgnc:7710	NDUFS3	Ensembl	111
NDUFS3	Gene Symbol	hgnc:7710	NDUFS3	NCBI	20240410
NDUFA3	Gene Symbol	hgnc:7686	NDUFA3	HGNC	20240408
NDUFA3	Gene Symbol	hgnc:7686	NDUFA3	Ensembl	111
NDUFA3	Gene Symbol	hgnc:7686	NDUFA3	NCBI	20240410
NDUFB4	Gene Symbol	hgnc:7699	NDUFB4	HGNC	20240408
NDUFB4	Gene Symbol	hgnc:7699	NDUFB4	NCBI	20240410
NDUFB4	Gene Symbol	hgnc:7699	NDUFB4	Ensembl	111
NDUFB2	Gene Symbol	hgnc:7697	NDUFB2	HGNC	20240408
NDUFB2	Gene Symbol	hgnc:7697	NDUFB2	Ensembl	111
NDUFB2	Gene Symbol	hgnc:7697	NDUFB2	NCBI	20240410
NDUFB2	Gene Symbol	hgnc:7697	NDUFB2	ChEMBL	33
NDUFA7	Gene Symbol	hgnc:7691	NDUFA7	HGNC	20240408
NDUFA7	Gene Symbol	hgnc:7691	NDUFA7	NCBI	20240410
NDUFA7	Gene Symbol	hgnc:7691	NDUFA7	Ensembl	111
NDUFC2	Gene Symbol	hgnc:7706	NDUFC2	HGNC	20240408
NDUFC2	Gene Symbol	hgnc:7706	NDUFC2	NCBI	20240410
NDUFC2	Gene Symbol	hgnc:7706	NDUFC2	Ensembl	111
NDUFA5	Gene Symbol	hgnc:7688	NDUFA5	HGNC	20240408
NDUFA5	Gene Symbol	hgnc:7688	NDUFA5	Ensembl	111
NDUFA5	Gene Symbol	hgnc:7688	NDUFA5	NCBI	20240410
NDUFA9	Gene Symbol	hgnc:7693	NDUFA9	HGNC	20240408
NDUFA9	Gene Symbol	hgnc:7693	NDUFA9	Ensembl	111
NDUFA9	Gene Symbol	hgnc:7693	NDUFA9	NCBI	20240410
NDUFA9	Gene Symbol	hgnc:7693	NDUFA9	ChEMBL	33
NDUFAF3	Gene Symbol	hgnc:29918	NDUFAF3	HGNC	20240408
NDUFAF3	Gene Symbol	hgnc:29918	NDUFAF3	NCBI	20240410
NDUFAF3	Gene Symbol	hgnc:29918	NDUFAF3	Ensembl	111
NDUFB11	Gene Symbol	hgnc:20372	NDUFB11	HGNC	20240408
NDUFB11	Gene Symbol	hgnc:20372	NDUFB11	Ensembl	111
NDUFB11	Gene Symbol	hgnc:20372	NDUFB11	NCBI	20240410
NDUFAF4	Gene Symbol	hgnc:21034	NDUFAF4	HGNC	20240408
NDUFAF4	Gene Symbol	hgnc:21034	NDUFAF4	NCBI	20240410
NDUFAF4	Gene Symbol	hgnc:21034	NDUFAF4	Ensembl	111
NDUFA12	Gene Symbol	hgnc:23987	NDUFA12	HGNC	20240408
NDUFA12	Gene Symbol	hgnc:23987	NDUFA12	NCBI	20240410
NDUFA12	Gene Symbol	hgnc:23987	NDUFA12	Ensembl	111
NDUFA12	Gene Symbol	hgnc:23987	NDUFA12	ChEMBL	33
PDE6G	Gene Symbol	hgnc:8789	PDE6G	HGNC	20240408
PDE6G	Gene Symbol	hgnc:8789	PDE6G	Ensembl	111
PDE6G	Gene Symbol	hgnc:8789	PDE6G	NCBI	20240410
PDE6G	Gene Symbol	hgnc:8789	PDE6G	ChEMBL	33
PDE1A	Gene Symbol	hgnc:8774	PDE1A	HGNC	20240408
PDE1A	Gene Symbol	hgnc:8774	PDE1A	Ensembl	111
PDE1A	Gene Symbol	hgnc:8774	PDE1A	NCBI	20240410
PDE6A	Gene Symbol	hgnc:8785	PDE6A	HGNC	20240408
PDE6A	Gene Symbol	hgnc:8785	PDE6A	Ensembl	111
PDE6A	Gene Symbol	hgnc:8785	PDE6A	NCBI	20240410
PDE6C	Gene Symbol	hgnc:8787	PDE6C	HGNC	20240408
PDE6C	Gene Symbol	hgnc:8787	PDE6C	NCBI	20240410
PDE6C	Gene Symbol	hgnc:8787	PDE6C	Ensembl	111
PDE6C	Gene Symbol	hgnc:8787	PDE6C	ChEMBL	33
PDE8B	Gene Symbol	hgnc:8794	PDE8B	HGNC	20240408
PDE8B	Gene Symbol	hgnc:8794	PDE8B	NCBI	20240410
PDE8B	Gene Symbol	hgnc:8794	PDE8B	Ensembl	111
PDE1B	Gene Symbol	hgnc:8775	PDE1B	HGNC	20240408
PDE1B	Gene Symbol	hgnc:8775	PDE1B	NCBI	20240410
PDE1B	Gene Symbol	hgnc:8775	PDE1B	Ensembl	111
PDE1C	Gene Symbol	hgnc:8776	PDE1C	HGNC	20240408
PDE1C	Gene Symbol	hgnc:8776	PDE1C	Ensembl	111
PDE1C	Gene Symbol	hgnc:8776	PDE1C	NCBI	20240410
PDE8A	Gene Symbol	hgnc:8793	PDE8A	HGNC	20240408
PDE8A	Gene Symbol	hgnc:8793	PDE8A	Ensembl	111
PDE8A	Gene Symbol	hgnc:8793	PDE8A	NCBI	20240410
PDE8A	Gene Symbol	hgnc:8793	PDE8A	ChEMBL	33
PTGER4	Gene Symbol	hgnc:9596	PTGER4	HGNC	20240408
PTGER4	Gene Symbol	hgnc:9596	PTGER4	Ensembl	111
PTGER4	Gene Symbol	hgnc:9596	PTGER4	NCBI	20240410
RXRA	Gene Symbol	hgnc:10477	RXRA	HGNC	20240408
RXRA	Gene Symbol	hgnc:10477	RXRA	NCBI	20240410
RXRA	Gene Symbol	hgnc:10477	RXRA	Ensembl	111
GABRG3	Gene Symbol	hgnc:4088	GABRG3	HGNC	20240408
GABRG3	Gene Symbol	hgnc:4088	GABRG3	Ensembl	111
GABRG3	Gene Symbol	hgnc:4088	GABRG3	NCBI	20240410
TLR9	Gene Symbol	hgnc:15633	TLR9	HGNC	20240408
TLR9	Gene Symbol	hgnc:15633	TLR9	Ensembl	111
TLR9	Gene Symbol	hgnc:15633	TLR9	NCBI	20240410
TLR9	Gene Symbol	hgnc:15633	TLR9	ChEMBL	33
ATP1A1	Gene Symbol	hgnc:799	ATP1A1	HGNC	20240408
ATP1A1	Gene Symbol	hgnc:799	ATP1A1	Ensembl	111
ATP1A1	Gene Symbol	hgnc:799	ATP1A1	NCBI	20240410
ATP1B2	Gene Symbol	hgnc:805	ATP1B2	HGNC	20240408
ATP1B2	Gene Symbol	hgnc:805	ATP1B2	Ensembl	111
ATP1B2	Gene Symbol	hgnc:805	ATP1B2	NCBI	20240410
FXYD2	Gene Symbol	hgnc:4026	FXYD2	HGNC	20240408
FXYD2	Gene Symbol	hgnc:4026	FXYD2	NCBI	20240410
FXYD2	Gene Symbol	hgnc:4026	FXYD2	Ensembl	111
FXYD2	Gene Symbol	hgnc:4026	FXYD2	ChEMBL	33
GABRG2	Gene Symbol	hgnc:4087	GABRG2	HGNC	20240408
GABRG2	Gene Symbol	hgnc:4087	GABRG2	Ensembl	111
GABRG2	Gene Symbol	hgnc:4087	GABRG2	NCBI	20240410
GABRQ	Gene Symbol	hgnc:14454	GABRQ	HGNC	20240408
GABRQ	Gene Symbol	hgnc:14454	GABRQ	Ensembl	111
GABRQ	Gene Symbol	hgnc:14454	GABRQ	NCBI	20240410
RFC3	Gene Symbol	hgnc:9971	RFC3	HGNC	20240408
GABRA3	Gene Symbol	hgnc:4077	GABRA3	HGNC	20240408
GABRA3	Gene Symbol	hgnc:4077	GABRA3	Ensembl	111
GABRA3	Gene Symbol	hgnc:4077	GABRA3	NCBI	20240410
GABRP	Gene Symbol	hgnc:4089	GABRP	HGNC	20240408
GABRP	Gene Symbol	hgnc:4089	GABRP	Ensembl	111
GABRP	Gene Symbol	hgnc:4089	GABRP	NCBI	20240410
GABRP	Gene Symbol	hgnc:4089	GABRP	ChEMBL	33
GABRA2	Gene Symbol	hgnc:4076	GABRA2	HGNC	20240408
GABRA2	Gene Symbol	hgnc:4076	GABRA2	Ensembl	111
GABRA2	Gene Symbol	hgnc:4076	GABRA2	NCBI	20240410
GABRA6	Gene Symbol	hgnc:4080	GABRA6	HGNC	20240408
GABRA6	Gene Symbol	hgnc:4080	GABRA6	NCBI	20240410
GABRA6	Gene Symbol	hgnc:4080	GABRA6	Ensembl	111
FYN	Gene Symbol	hgnc:4037	FYN	HGNC	20240408
FYN	Gene Symbol	hgnc:4037	FYN	Ensembl	111
FYN	Gene Symbol	hgnc:4037	FYN	NCBI	20240410
YES1	Gene Symbol	hgnc:12841	YES1	HGNC	20240408
YES1	Gene Symbol	hgnc:12841	YES1	NCBI	20240410
YES1	Gene Symbol	hgnc:12841	YES1	Ensembl	111
YES1	Gene Symbol	hgnc:12841	YES1	ChEMBL	33
BLK	Gene Symbol	hgnc:1057	BLK	HGNC	20240408
BLK	Gene Symbol	hgnc:1057	BLK	Ensembl	111
BLK	Gene Symbol	hgnc:1057	BLK	NCBI	20240410
SRD5A1	Gene Symbol	hgnc:11284	SRD5A1	HGNC	20240408
SRD5A1	Gene Symbol	hgnc:11284	SRD5A1	NCBI	20240410
SRD5A1	Gene Symbol	hgnc:11284	SRD5A1	Ensembl	111
SRD5A3	Gene Symbol	hgnc:25812	SRD5A3	HGNC	20240408
SRD5A3	Gene Symbol	hgnc:25812	SRD5A3	NCBI	20240410
SRD5A3	Gene Symbol	hgnc:25812	SRD5A3	Ensembl	111
ABCA1	Gene Symbol	hgnc:29	ABCA1	HGNC	20240408
ABCA1	Gene Symbol	hgnc:29	ABCA1	NCBI	20240410
ABCA1	Gene Symbol	hgnc:29	ABCA1	Ensembl	111
ABCA1	Gene Symbol	hgnc:29	ABCA1	ChEMBL	33
ERVK-20	Gene Symbol	hgnc:39031	ERVK-20	HGNC	20240408
ERVK-20	Gene Symbol	hgnc:39031	ERVK-20	NCBI	20240410
ACE	Gene Symbol	hgnc:2707	ACE	HGNC	20240408
ACE	Gene Symbol	hgnc:2707	ACE	Ensembl	111
ACE	Gene Symbol	hgnc:2707	ACE	NCBI	20240410
TOP1MT	Gene Symbol	hgnc:29787	TOP1MT	HGNC	20240408
TOP1MT	Gene Symbol	hgnc:29787	TOP1MT	NCBI	20240410
TOP1MT	Gene Symbol	hgnc:29787	TOP1MT	Ensembl	111
TOP1MT	Gene Symbol	hgnc:29787	TOP1MT	ChEMBL	33
CPS1	Gene Symbol	hgnc:2323	CPS1	HGNC	20240408
CPS1	Gene Symbol	hgnc:2323	CPS1	Ensembl	111
CPS1	Gene Symbol	hgnc:2323	CPS1	NCBI	20240410
RPSA	Gene Symbol	hgnc:6502	RPSA	HGNC	20240408
RPSA	Gene Symbol	hgnc:6502	RPSA	Ensembl	111
RPSA	Gene Symbol	hgnc:6502	RPSA	NCBI	20240410
FDX1	Gene Symbol	hgnc:3638	FDX1	HGNC	20240408
IL2RA	Gene Symbol	hgnc:6008	IL2RA	HGNC	20240408
IL2RA	Gene Symbol	hgnc:6008	IL2RA	NCBI	20240410
IL2RA	Gene Symbol	hgnc:6008	IL2RA	Ensembl	111
IL2RA	Gene Symbol	hgnc:6008	IL2RA	ChEMBL	33
IL2RB	Gene Symbol	hgnc:6009	IL2RB	HGNC	20240408
IL2RB	Gene Symbol	hgnc:6009	IL2RB	Ensembl	111
IL2RB	Gene Symbol	hgnc:6009	IL2RB	NCBI	20240410
CD3E	Gene Symbol	hgnc:1674	CD3E	HGNC	20240408
CD3E	Gene Symbol	hgnc:1674	CD3E	NCBI	20240410
CD3E	Gene Symbol	hgnc:1674	CD3E	Ensembl	111
CD3G	Gene Symbol	hgnc:1675	CD3G	HGNC	20240408
CD3G	Gene Symbol	hgnc:1675	CD3G	NCBI	20240410
CD3G	Gene Symbol	hgnc:1675	CD3G	Ensembl	111
CD3G	Gene Symbol	hgnc:1675	CD3G	ChEMBL	33
CD3D	Gene Symbol	hgnc:1673	CD3D	HGNC	20240408
CD3D	Gene Symbol	hgnc:1673	CD3D	NCBI	20240410
CD3D	Gene Symbol	hgnc:1673	CD3D	Ensembl	111
CSF2RB	Gene Symbol	hgnc:2436	CSF2RB	HGNC	20240408
CSF2RB	Gene Symbol	hgnc:2436	CSF2RB	Ensembl	111
CSF2RB	Gene Symbol	hgnc:2436	CSF2RB	NCBI	20240410
IFNAR2	Gene Symbol	hgnc:5433	IFNAR2	HGNC	20240408
IFNAR2	Gene Symbol	hgnc:5433	IFNAR2	Ensembl	111
IFNAR2	Gene Symbol	hgnc:5433	IFNAR2	NCBI	20240410
IFNGR2	Gene Symbol	hgnc:5440	IFNGR2	HGNC	20240408
IFNGR2	Gene Symbol	hgnc:5440	IFNGR2	Ensembl	111
IFNGR2	Gene Symbol	hgnc:5440	IFNGR2	NCBI	20240410
IFNGR2	Gene Symbol	hgnc:5440	IFNGR2	ChEMBL	33
IL12B	Gene Symbol	hgnc:5970	IL12B	HGNC	20240408
IL12B	Gene Symbol	hgnc:5970	IL12B	NCBI	20240410
IL12B	Gene Symbol	hgnc:5970	IL12B	Ensembl	111
IL12A	Gene Symbol	hgnc:5969	IL12A	HGNC	20240408
IL12A	Gene Symbol	hgnc:5969	IL12A	Ensembl	111
IL12A	Gene Symbol	hgnc:5969	IL12A	NCBI	20240410
IL23A	Gene Symbol	hgnc:15488	IL23A	HGNC	20240408
IL23A	Gene Symbol	hgnc:15488	IL23A	Ensembl	111
IL23A	Gene Symbol	hgnc:15488	IL23A	NCBI	20240410
ATP5F1E	Gene Symbol	hgnc:838	ATP5F1E	HGNC	20240408
ATP5F1E	Gene Symbol	hgnc:838	ATP5F1E	Ensembl	111
ATP5F1E	Gene Symbol	hgnc:838	ATP5F1E	NCBI	20240410
ATPE	Gene Symbol	hgnc:838	ATP5F1E	ChEMBL	33
S1PR5	Gene Symbol	hgnc:14299	S1PR5	HGNC	20240408
S1PR5	Gene Symbol	hgnc:14299	S1PR5	NCBI	20240410
S1PR5	Gene Symbol	hgnc:14299	S1PR5	Ensembl	111
S1PR4	Gene Symbol	hgnc:3170	S1PR4	HGNC	20240408
S1PR4	Gene Symbol	hgnc:3170	S1PR4	NCBI	20240410
S1PR4	Gene Symbol	hgnc:3170	S1PR4	Ensembl	111
POLA1	Gene Symbol	hgnc:9173	POLA1	HGNC	20240408
POLA1	Gene Symbol	hgnc:9173	POLA1	Ensembl	111
POLA1	Gene Symbol	hgnc:9173	POLA1	NCBI	20240410
POLD1	Gene Symbol	hgnc:9175	POLD1	HGNC	20240408
POLD1	Gene Symbol	hgnc:9175	POLD1	NCBI	20240410
POLD1	Gene Symbol	hgnc:9175	POLD1	Ensembl	111
POLD1	Gene Symbol	hgnc:9175	POLD1	ChEMBL	33
POLD2	Gene Symbol	hgnc:9176	POLD2	HGNC	20240408
POLD2	Gene Symbol	hgnc:9176	POLD2	NCBI	20240410
POLD2	Gene Symbol	hgnc:9176	POLD2	Ensembl	111
PRIM2	Gene Symbol	hgnc:9370	PRIM2	HGNC	20240408
PRIM2	Gene Symbol	hgnc:9370	PRIM2	NCBI	20240410
PRIM2	Gene Symbol	hgnc:9370	PRIM2	Ensembl	111
POLE2	Gene Symbol	hgnc:9178	POLE2	HGNC	20240408
POLE2	Gene Symbol	hgnc:9178	POLE2	Ensembl	111
POLE2	Gene Symbol	hgnc:9178	POLE2	NCBI	20240410
POLE2	Gene Symbol	hgnc:9178	POLE2	ChEMBL	33
CACNA2D1	Gene Symbol	hgnc:1399	CACNA2D1	HGNC	20240408
CACNA2D1	Gene Symbol	hgnc:1399	CACNA2D1	NCBI	20240410
CACNA2D1	Gene Symbol	hgnc:1399	CACNA2D1	Ensembl	111
CACNA2D3	Gene Symbol	hgnc:15460	CACNA2D3	HGNC	20240408
CACNA2D3	Gene Symbol	hgnc:15460	CACNA2D3	NCBI	20240410
CACNA2D3	Gene Symbol	hgnc:15460	CACNA2D3	Ensembl	111
CACNA1A	Gene Symbol	hgnc:1388	CACNA1A	HGNC	20240408
CACNA1A	Gene Symbol	hgnc:1388	CACNA1A	Ensembl	111
CACNA1A	Gene Symbol	hgnc:1388	CACNA1A	NCBI	20240410
CACNB4	Gene Symbol	hgnc:1404	CACNB4	HGNC	20240408
CACNB4	Gene Symbol	hgnc:1404	CACNB4	Ensembl	111
CACNB4	Gene Symbol	hgnc:1404	CACNB4	NCBI	20240410
CACNB4	Gene Symbol	hgnc:1404	CACNB4	ChEMBL	33
CACNB3	Gene Symbol	hgnc:1403	CACNB3	HGNC	20240408
CACNB3	Gene Symbol	hgnc:1403	CACNB3	NCBI	20240410
CACNB3	Gene Symbol	hgnc:1403	CACNB3	Ensembl	111
CACNG7	Gene Symbol	hgnc:13626	CACNG7	HGNC	20240408
CACNG7	Gene Symbol	hgnc:13626	CACNG7	Ensembl	111
CACNG7	Gene Symbol	hgnc:13626	CACNG7	NCBI	20240410
CACNG7	Gene Symbol	hgnc:13626	CACNG7	ChEMBL	33
CACNG5	Gene Symbol	hgnc:1409	CACNG5	HGNC	20240408
CACNG5	Gene Symbol	hgnc:1409	CACNG5	NCBI	20240410
CACNG5	Gene Symbol	hgnc:1409	CACNG5	Ensembl	111
CACNG4	Gene Symbol	hgnc:1408	CACNG4	HGNC	20240408
CACNG4	Gene Symbol	hgnc:1408	CACNG4	Ensembl	111
CACNG4	Gene Symbol	hgnc:1408	CACNG4	NCBI	20240410
CACNG1	Gene Symbol	hgnc:1405	CACNG1	HGNC	20240408
CACNG1	Gene Symbol	hgnc:1405	CACNG1	NCBI	20240410
CACNG1	Gene Symbol	hgnc:1405	CACNG1	Ensembl	111
CACNG1	Gene Symbol	hgnc:1405	CACNG1	ChEMBL	33
OCA2	Gene Symbol	hgnc:8101	OCA2	HGNC	20240408
OCA2	Gene Symbol	hgnc:8101	OCA2	Ensembl	111
OCA2	Gene Symbol	hgnc:8101	OCA2	NCBI	20240410
SCN1A	Gene Symbol	hgnc:10585	SCN1A	HGNC	20240408
SCN1A	Gene Symbol	hgnc:10585	SCN1A	NCBI	20240410
SCN1A	Gene Symbol	hgnc:10585	SCN1A	Ensembl	111
SCN2A	Gene Symbol	hgnc:10588	SCN2A	HGNC	20240408
SCN2A	Gene Symbol	hgnc:10588	SCN2A	Ensembl	111
SCN2A	Gene Symbol	hgnc:10588	SCN2A	NCBI	20240410
SCN3A	Gene Symbol	hgnc:10590	SCN3A	HGNC	20240408
SCN3A	Gene Symbol	hgnc:10590	SCN3A	NCBI	20240410
SCN3A	Gene Symbol	hgnc:10590	SCN3A	Ensembl	111
SCN3A	Gene Symbol	hgnc:10590	SCN3A	ChEMBL	33
SCN11A	Gene Symbol	hgnc:10583	SCN11A	HGNC	20240408
SCN11A	Gene Symbol	hgnc:10583	SCN11A	NCBI	20240410
SCN11A	Gene Symbol	hgnc:10583	SCN11A	Ensembl	111
FGB	Gene Symbol	hgnc:3662	FGB	HGNC	20240408
FGB	Gene Symbol	hgnc:3662	FGB	NCBI	20240410
FGB	Gene Symbol	hgnc:3662	FGB	Ensembl	111
FGG	Gene Symbol	hgnc:3694	FGG	HGNC	20240408
FGG	Gene Symbol	hgnc:3694	FGG	Ensembl	111
FGG	Gene Symbol	hgnc:3694	FGG	NCBI	20240410
KCNK9	Gene Symbol	hgnc:6283	KCNK9	HGNC	20240408
KCNK9	Gene Symbol	hgnc:6283	KCNK9	NCBI	20240410
KCNK9	Gene Symbol	hgnc:6283	KCNK9	Ensembl	111
KCNK9	Gene Symbol	hgnc:6283	KCNK9	ChEMBL	33
KCNA2	Gene Symbol	hgnc:6220	KCNA2	HGNC	20240408
KCNA2	Gene Symbol	hgnc:6220	KCNA2	NCBI	20240410
KCNA2	Gene Symbol	hgnc:6220	KCNA2	Ensembl	111
KCNQ2	Gene Symbol	hgnc:6296	KCNQ2	HGNC	20240408
KCNQ2	Gene Symbol	hgnc:6296	KCNQ2	NCBI	20240410
KCNQ2	Gene Symbol	hgnc:6296	KCNQ2	Ensembl	111
KCNA7	Gene Symbol	hgnc:6226	KCNA7	HGNC	20240408
KCNA7	Gene Symbol	hgnc:6226	KCNA7	Ensembl	111
KCNA7	Gene Symbol	hgnc:6226	KCNA7	NCBI	20240410
KCNH1	Gene Symbol	hgnc:6250	KCNH1	HGNC	20240408
KCNH1	Gene Symbol	hgnc:6250	KCNH1	Ensembl	111
KCNH1	Gene Symbol	hgnc:6250	KCNH1	NCBI	20240410
KCNH1	Gene Symbol	hgnc:6250	KCNH1	ChEMBL	33
KCNA4	Gene Symbol	hgnc:6222	KCNA4	HGNC	20240408
KCNA4	Gene Symbol	hgnc:6222	KCNA4	Ensembl	111
KCNA4	Gene Symbol	hgnc:6222	KCNA4	NCBI	20240410
KCNA6	Gene Symbol	hgnc:6225	KCNA6	HGNC	20240408
KCNA6	Gene Symbol	hgnc:6225	KCNA6	Ensembl	111
KCNA6	Gene Symbol	hgnc:6225	KCNA6	NCBI	20240410
KCND2	Gene Symbol	hgnc:6238	KCND2	HGNC	20240408
KCND2	Gene Symbol	hgnc:6238	KCND2	NCBI	20240410
KCND2	Gene Symbol	hgnc:6238	KCND2	Ensembl	111
KCND2	Gene Symbol	hgnc:6238	KCND2	ChEMBL	33
KCNC4	Gene Symbol	hgnc:6236	KCNC4	HGNC	20240408
KCNC4	Gene Symbol	hgnc:6236	KCNC4	NCBI	20240410
FDX1	Gene Symbol	hgnc:3638	FDX1	NCBI	20240410
KCNC4	Gene Symbol	hgnc:6236	KCNC4	Ensembl	111
KCNB1	Gene Symbol	hgnc:6231	KCNB1	HGNC	20240408
KCNB1	Gene Symbol	hgnc:6231	KCNB1	NCBI	20240410
KCNB1	Gene Symbol	hgnc:6231	KCNB1	Ensembl	111
KCNG4	Gene Symbol	hgnc:19697	KCNG4	HGNC	20240408
KCNG4	Gene Symbol	hgnc:19697	KCNG4	Ensembl	111
KCNG4	Gene Symbol	hgnc:19697	KCNG4	NCBI	20240410
KCNV2	Gene Symbol	hgnc:19698	KCNV2	HGNC	20240408
KCNV2	Gene Symbol	hgnc:19698	KCNV2	NCBI	20240410
KCNV2	Gene Symbol	hgnc:19698	KCNV2	Ensembl	111
KCNV2	Gene Symbol	hgnc:19698	KCNV2	ChEMBL	33
KCNC2	Gene Symbol	hgnc:6234	KCNC2	HGNC	20240408
KCNC2	Gene Symbol	hgnc:6234	KCNC2	Ensembl	111
KCNC2	Gene Symbol	hgnc:6234	KCNC2	NCBI	20240410
KCNC2	Gene Symbol	hgnc:6234	KCNC2	ChEMBL	33
KCNH6	Gene Symbol	hgnc:18862	KCNH6	HGNC	20240408
KCNH6	Gene Symbol	hgnc:18862	KCNH6	Ensembl	111
KCNH6	Gene Symbol	hgnc:18862	KCNH6	NCBI	20240410
KCNF1	Gene Symbol	hgnc:6246	KCNF1	HGNC	20240408
KCNF1	Gene Symbol	hgnc:6246	KCNF1	NCBI	20240410
KCNF1	Gene Symbol	hgnc:6246	KCNF1	Ensembl	111
KCNH7	Gene Symbol	hgnc:18863	KCNH7	HGNC	20240408
KCNH7	Gene Symbol	hgnc:18863	KCNH7	Ensembl	111
KCNH7	Gene Symbol	hgnc:18863	KCNH7	NCBI	20240410
KCNH7	Gene Symbol	hgnc:18863	KCNH7	ChEMBL	33
KCND1	Gene Symbol	hgnc:6237	KCND1	HGNC	20240408
KCND1	Gene Symbol	hgnc:6237	KCND1	NCBI	20240410
KCND1	Gene Symbol	hgnc:6237	KCND1	Ensembl	111
KCNS2	Gene Symbol	hgnc:6301	KCNS2	HGNC	20240408
KCNS2	Gene Symbol	hgnc:6301	KCNS2	Ensembl	111
KCNS2	Gene Symbol	hgnc:6301	KCNS2	NCBI	20240410
KCNH4	Gene Symbol	hgnc:6253	KCNH4	HGNC	20240408
KCNH4	Gene Symbol	hgnc:6253	KCNH4	Ensembl	111
KCNH4	Gene Symbol	hgnc:6253	KCNH4	NCBI	20240410
PRDX1	Gene Symbol	hgnc:9352	PRDX1	HGNC	20240408
PRDX1	Gene Symbol	hgnc:9352	PRDX1	Ensembl	111
PRDX1	Gene Symbol	hgnc:9352	PRDX1	NCBI	20240410
PAGA	Gene Symbol	hgnc:9352	PRDX1	ChEMBL	33
FAAH	Gene Symbol	hgnc:3553	FAAH	HGNC	20240408
