drug_claim_name,nomenclature,concept_id,drug_name,approved,immunotherapy,anti_neoplastic,source_db_name,source_db_version,fda_approval_year,biomarker,drug_class,mechanism
SGC0946,Primary Name,iuphar.ligand:7020,SGC0946,False,False,False,JAX-CKB,10-Apr-24,,,,
NN9924,Primary Name,chembl:CHEMBL4084119,LIRAGLUTIDE,False,False,False,TdgClinicalTrial,Jan-14,,,,
ERK1/2 Inhibitor ERAS-007,Primary Drug Name,ncit:C150248,ERK1/2 INHIBITOR ERAS-007,False,False,False,NCIt,24.02d,,,,
DNMT1 Mixed-Backbone Antisense Oligonucleotide MG 98,Primary Drug Name,ncit:C2530,DNMT1 MIXED-BACKBONE ANTISENSE OLIGONUCLEOTIDE MG 98,False,False,False,NCIt,24.02d,,,,
OPC-28326,Primary Name,drugbank:DB05461,OPC-28326,False,False,False,TdgClinicalTrial,Jan-14,,,,
Torkinib,Primary Name,iuphar.ligand:5704,PP-242,False,False,False,JAX-CKB,10-Apr-24,,,,
G4460,Primary Name,drugbank:DB06359,G4460,False,False,False,TdgClinicalTrial,Jan-14,,,,
PI3K/mTOR Kinase Inhibitor WXFL10030390,Primary Drug Name,ncit:C159499,PI3K/MTOR KINASE INHIBITOR WXFL10030390,False,False,False,NCIt,24.02d,,,,
Anti-CD47/Anti-PD-L1 Bispecific Antibody PF-07257876,Primary Drug Name,ncit:C180866,ANTI-CD47/ANTI-PD-L1 BISPECIFIC ANTIBODY PF-07257876,False,False,False,NCIt,24.02d,,,,
PF-00477736,Primary Name,chembl:CHEMBL3545137,PF-00477736,False,False,False,JAX-CKB,10-Apr-24,,,,
KRN-330,Primary Name,chembl:CHEMBL2109293,KRN-330,False,False,False,TdgClinicalTrial,Jan-14,,,,
PF-00610355,Primary Name,drugbank:DB11871,PF-00610355,False,False,False,TdgClinicalTrial,Jan-14,,,,
RET Inhibitor APS03118,Primary Drug Name,ncit:C198976,RET INHIBITOR APS03118,False,False,False,NCIt,24.02d,,,,
BI-505,Primary Name,chembl:CHEMBL2109482,BI-505,False,False,False,TdgClinicalTrial,Jan-14,,,,
HSP90 Inhibitor,Primary Drug Name,ncit:C156880,HSP90 INHIBITOR,False,False,True,NCIt,24.02d,,,,
BCL-2 Inhibitor,Primary Drug Name,ncit:C159200,BCL-2 INHIBITOR,False,False,True,NCIt,24.02d,,,,
REGN910,Primary Name,chembl:CHEMBL2108678,NESVACUMAB,False,False,False,TdgClinicalTrial,Jan-14,,,,
LOR-253,Primary Name,chembl:CHEMBL4297261,APTO-253,False,False,False,TdgClinicalTrial,Jan-14,,,,
FGFR3 Inhibitor TYRA-300,Primary Drug Name,ncit:C190779,FGFR3 INHIBITOR TYRA-300,False,False,False,NCIt,24.02d,,,,
AVX-470,Primary Name,drugbank:DB18455,AVX-470,False,False,False,TdgClinicalTrial,Jan-14,,,,
PIM Kinase Inhibitor LGH447,Primary Drug Name,ncit:C106259,PIM KINASE INHIBITOR LGH447,False,False,False,NCIt,24.02d,,,,
CLK Inhibitor CTX-712,Primary Drug Name,ncit:C199490,CLK INHIBITOR CTX-712,False,False,True,NCIt,24.02d,,,,
Cenicriviroc Mesylate,Primary Drug Name,ncit:C169838,CENICRIVIROC MESYLATE,False,False,False,NCIt,24.02d,,,,
hTERT Vaccine V934/V935,Primary Drug Name,ncit:C80055,HTERT VACCINE V934/V935,False,False,False,NCIt,24.02d,,,,
MDX-1411,Primary Name,chembl:CHEMBL2109492,MDX-1411,False,False,False,TdgClinicalTrial,Jan-14,,,,
GANTACURIUM,Primary Name,drugbank:DB05710,GANTACURIUM,False,False,False,TdgClinicalTrial,Jan-14,,,,
DiaPep277,Primary Drug Name,drugbank:DB06651,DIAPEP 277,False,False,False,Wikidata,20240411,,,,
Monoclonal Antibody 11D10 Anti-Idiotype Vaccine,Primary Drug Name,ncit:C2606,MONOCLONAL ANTIBODY 11D10 ANTI-IDIOTYPE VACCINE,False,False,False,NCIt,24.02d,,,,
RET Inhibitor FHND5071,Primary Drug Name,ncit:C200562,RET INHIBITOR FHND5071,False,False,False,NCIt,24.02d,,,,
THE-630,Primary Name,drugbank:DB16750,THE-630,False,False,False,JAX-CKB,10-Apr-24,,,,
GS-9411,Primary Name,chembl:CHEMBL4297254,552-02,False,False,False,TdgClinicalTrial,Jan-14,,,,
"6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2H)-one",Primary Name,drugbank:DB01640,"6-(4-{[2-(3-IODOBENZYL)-3-OXOCYCLOHEX-1-EN-1-YL]AMINO}PHENYL)-5-METHYL-4,5-DIHYDROPYRIDAZIN-3(2H)-ONE",False,False,False,DrugBank,5.1.12,,,,
TAK-960,Primary Name,chembl:CHEMBL2392545,TAK-960,False,False,False,ChEMBL,33,,,,
"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",Primary Name,drugbank:DB03368,"5-METHYL-5-(4-PHENOXY-PHENYL)-PYRIMIDINE-2,4,6-TRIONE",False,False,False,DrugBank,5.1.12,,,,
"(2R,3R,4S,5R,6E)-3,4,5-Trihydroxy-N-[(3S,6R)-6-hydroxy-2-oxo-3-azepanyl]-2-methoxy-8,8-dimethyl-6-nonenamide",Primary Name,drugbank:DB03396,"(2R,3R,4S,5R,6E)-3,4,5-TRIHYDROXY-N-[(3S,6R)-6-HYDROXY-2-OXO-3-AZEPANYL]-2-METHOXY-8,8-DIMETHYL-6-NONENAMIDE",False,False,False,DrugBank,5.1.12,,,,
{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid,Primary Name,drugbank:DB03433,{3-[(3-HYDROXY-2-METHYL-5-PHOSPHONOOXYMETHYL-PYRIDIN-4-YLMETHYL)-AMINO]-2-METHYL-PROPYL}-PHOSPHONIC ACID,False,False,False,DrugBank,5.1.12,,,,
"8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",Primary Name,drugbank:DB03479,"8,9,10-TRIHYDROXY-7-HYDROXYMETHYL-3-METHYL-6-OXA-1,3-DIAZA-SPIRO[4.5]DECANE-2,4-DIONE",False,False,False,DrugBank,5.1.12,,,,
AUS-131,Primary Name,chembl:CHEMBL198877,AUS-131,False,False,False,ChEMBL,33,,,,
XMT-1001,Primary Name,drugbank:DB06069,XMT-1001,False,False,False,DrugBank,5.1.12,,,,
L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal,Primary Name,drugbank:DB06124,L-AMINOCARNITYL-SUCCINYL-LEUCYL-ARGININAL-DIETHYLACETAL,False,False,False,DrugBank,5.1.12,,,,
N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID,Primary Name,drugbank:DB07816,N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID,False,False,False,DrugBank,5.1.12,,,,
"N~3~-cyclopropyl-N~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide",Primary Name,drugbank:DB07835,"N~3~-CYCLOPROPYL-N~4~'-(CYCLOPROPYLMETHYL)-6-METHYLBIPHENYL-3,4'-DICARBOXAMIDE",False,False,False,DrugBank,5.1.12,,,,
S-237648,Primary Name,chembl:CHEMBL3545038,S-237648,False,False,False,ChEMBL,33,,,,
NSC-92207,Primary Name,chembl:CHEMBL139935,CHEMBL:CHEMBL139935,False,False,False,DTC,9/2/20,,,,
PENTACHLOROPHENOL,Primary Name,chembl:CHEMBL75967,PENTACHLOROPHENOL,False,False,False,DTC,9/2/20,,,,
MMV007363,Primary Name,chembl:CHEMBL601528,CHEMBL:CHEMBL601528,False,False,False,DTC,9/2/20,,,,
TCMDC-125567,Primary Name,chembl:CHEMBL530049,CHEMBL:CHEMBL530049,False,False,False,DTC,9/2/20,,,,
CHELIDAMIC ACID,Primary Name,chembl:CHEMBL252909,CHELIDAMIC ACID,False,False,False,DTC,9/2/20,,,,
AD-159,Primary Name,chembl:CHEMBL2109444,AD-159,False,False,False,ChEMBL,33,,,,
RG-7686,Primary Name,chembl:CHEMBL2109429,RG-7686,False,False,False,ChEMBL,33,,,,
MK-3415,Primary Name,chembl:CHEMBL2109312,MK-3415,False,False,False,ChEMBL,33,,,,
NSC-117199,Primary Name,chembl:CHEMBL502257,CHEMBL:CHEMBL502257,False,False,False,DTC,9/2/20,,,,
NSC-238165,Primary Name,chembl:CHEMBL2059074,CHEMBL:CHEMBL2059074,False,False,False,DTC,9/2/20,,,,
N-METHOXYCARBONYLMETHYL-OXALAMIC ACID METHYL ESTER,Primary Name,chembl:CHEMBL92309,CHEMBL:CHEMBL92309,False,False,False,DTC,9/2/20,,,,
TCMDC-125548,Primary Name,chembl:CHEMBL528045,CHEMBL:CHEMBL528045,False,False,False,DTC,9/2/20,,,,
GNF-PF-3955,Primary Name,chembl:CHEMBL605747,CHEMBL:CHEMBL605747,False,False,False,DTC,9/2/20,,,,
GNF-PF-1702,Primary Name,chembl:CHEMBL600313,CHEMBL:CHEMBL600313,False,False,False,DTC,9/2/20,,,,
VUF-10499,Primary Name,chembl:CHEMBL454890,CHEMBL:CHEMBL454890,False,False,False,DTC,9/2/20,,,,
2-ETHYLANTHRAQUINONE,Primary Name,chembl:CHEMBL42355,CHEMBL:CHEMBL42355,False,False,False,DTC,9/2/20,,,,
AZD-8055,Primary Name,drugbank:DB12774,AZD-8055,False,False,False,DTC,9/2/20,,,,
6-NITROQUIPAZINE,Primary Name,chembl:CHEMBL41140,6-NITROQUIPAZINE,False,False,False,DTC,9/2/20,,,,
GENIPIN,Primary Name,chembl:CHEMBL459016,GENIPIN,False,False,False,DTC,9/2/20,,,,
THIAMINE CHLORIDE,Primary Name,chembl:CHEMBL1588,THIAMINE,False,False,False,DTC,9/2/20,,,,
SPD-128907,Primary Name,chembl:CHEMBL1256778,CHEMBL:CHEMBL1256778,False,False,False,DTC,9/2/20,,,,
NSC-748113,Primary Name,chembl:CHEMBL2063687,CHEMBL:CHEMBL2063687,False,False,False,DTC,9/2/20,,,,
GW819230X,Primary Name,chembl:CHEMBL182283,GW819230X,False,False,False,DTC,9/2/20,,,,
LICOFLAVANONE A,Primary Name,chembl:CHEMBL506929,LICOFLAVANONE A,False,False,False,DTC,9/2/20,,,,
AL-901,Primary Name,chembl:CHEMBL2109455,AL-901,False,False,False,ChEMBL,33,,,,
DS-3078A,Primary Name,chembl:CHEMBL3544963,DS-3078A,False,False,True,CancerCommons,25-Jul-13,,,,
CD24FC,Primary Name,chembl:CHEMBL4297717,CD24FC,False,False,False,ChEMBL,33,,,,
PF-04236921,Primary Name,chembl:CHEMBL2109613,PF-04236921,False,False,False,ChEMBL,33,,,,
BMS-817399,Primary Name,drugbank:DB14941,BMS-817399,False,False,False,ChEMBL,33,,,,
VB-201,Primary Name,drugbank:DB15259,VB-201,False,False,False,ChEMBL,33,,,,
INSULIN SUSP ISOPHANE PURIFIED PORK,Primary Name,chembl:CHEMBL1201656,INSULIN SUSP ISOPHANE PURIFIED PORK,True,False,False,ChEMBL,33,,,,
DIAMTHAZOLE DIHYDROCHLORIDE,Primary Name,chembl:CHEMBL346235,DIAMTHAZOLE DIHYDROCHLORIDE,True,False,False,ChEMBL,33,,,,
1-(5-phospho-D-ribosyl)-ATP,Primary Name,drugbank:DB01661,1-(5-PHOSPHO-D-RIBOSYL)-ATP,False,False,False,DrugBank,5.1.12,,,,
"Inositol 1,3,4,5-Tetrakisphosphate",Primary Name,drugbank:DB01863,"INOSITOL 1,3,4,5-TETRAKISPHOSPHATE",False,False,False,DrugBank,5.1.12,,,,
Adenosine-5-Diphosphoribose,Primary Name,drugbank:DB02059,ADENOSINE-5-DIPHOSPHORIBOSE,False,False,False,DrugBank,5.1.12,,,,
Butyramide,Primary Name,drugbank:DB02121,BUTYRAMIDE,False,False,False,DrugBank,5.1.12,,,,
1-Hydroxyamine-2-Isobutylmalonic Acid,Primary Name,drugbank:DB02326,1-HYDROXYAMINE-2-ISOBUTYLMALONIC ACID,False,False,False,DrugBank,5.1.12,,,,
"3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol",Primary Name,drugbank:DB02395,"3-HYDROXYMETHYL-5-AZIRIDINYL-1METHYL-2-[1H-INDOLE-4,7-DIONE]-PROPANOL",False,False,False,DrugBank,5.1.12,,,,
CRA_10655,Primary Name,drugbank:DB02526,CRA_10655,False,False,False,DrugBank,5.1.12,,,,
"4,7-Dimethyl-[1,10]Phenanthroline",Primary Name,drugbank:DB02586,"4,7-DIMETHYL-[1,10]PHENANTHROLINE",False,False,False,DrugBank,5.1.12,,,,
N-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide,Primary Name,drugbank:DB03449,N-(4-{2-[(3-CHLOROBENZYL)AMINO]ETHYL}PHENYL)THIOPHENE-2-CARBOXIMIDAMIDE,False,False,False,DrugBank,5.1.12,,,,
IMD-0354,Primary Name,chembl:CHEMBL3545089,IMD-0354,False,False,False,ChEMBL,33,,,,
PF-05019702,Primary Name,chembl:CHEMBL3545239,PF-05019702,False,False,False,ChEMBL,33,,,,
AS-602868,Primary Name,chembl:CHEMBL129857,AS-602868,False,False,False,ChEMBL,33,,,,
AZD-0424,Primary Name,drugbank:DB13088,AZD-0424,False,False,False,ChEMBL,33,,,,
CP-724714,Primary Name,drugbank:DB12302,CP-724714,False,False,False,ChEMBL,33,,,,
GLPG-0555,Primary Name,chembl:CHEMBL3545249,GLPG-0555,False,False,False,ChEMBL,33,,,,
MK-8353,Primary Name,iuphar.ligand:9974,MK-8353,False,False,False,ChEMBL,33,,,,
PF-03814735,Primary Name,drugbank:DB13059,PF-03814735,False,False,True,ChEMBL,33,,,,
TCD-717,Primary Name,chembl:CHEMBL3545084,TCD-717,False,False,False,ChEMBL,33,,,,
FK453,Primary Name,iuphar.ligand:5606,FK-453,False,False,False,ChEMBL,33,,,,
TC-2216,Primary Name,chembl:CHEMBL504652,TC-2216,False,False,False,ChEMBL,33,,,,
AM-461,Primary Name,iuphar.ligand:10170,AM-461,False,False,False,ChEMBL,33,,,,
ABT-560,Primary Name,drugbank:DB06093,ABT-560,False,False,False,ChEMBL,33,,,,
OMS405,Primary Name,chembl:CHEMBL5095027,OMS405,False,False,False,ChEMBL,33,,,,
BGT-226,Primary Name,iuphar.ligand:7951,BGT-226,False,False,False,ChEMBL,33,,,,
GLPG-0259,Primary Name,drugbank:DB15190,GLPG-0259,False,False,False,ChEMBL,33,,,,
SB-649868,Primary Name,drugbank:DB14822,SB-649868,False,False,False,ChEMBL,33,,,,
SB-773812,Primary Name,drugbank:DB16042,SB-773812,False,False,False,ChEMBL,33,,,,
UR-63325,Primary Name,chembl:CHEMBL3545345,UR-63325,False,False,False,ChEMBL,33,,,,
N-Ethyl-5'-Carboxamido Adenosine,Primary Name,drugbank:DB03719,N-ETHYL-5'-CARBOXAMIDO ADENOSINE,False,False,False,DrugBank,5.1.12,,,,
AV-101,Primary Name,drugbank:DB12878,AV-101,False,False,False,ChEMBL,33,,,,
TC-6987,Primary Name,drugbank:DB14854,TC-6987,False,False,False,ChEMBL,33,,,,
XEN-D0501,Primary Name,drugbank:DB18673,XEN-D0501,False,False,False,ChEMBL,33,,,,
GRC-6211,Primary Name,chembl:CHEMBL3545107,GRC-6211,False,False,False,ChEMBL,33,,,,
L-Threonohydroxamate 4-Phosphate,Primary Name,drugbank:DB03855,L-THREONOHYDROXAMATE 4-PHOSPHATE,False,False,False,DrugBank,5.1.12,,,,
Carboxymycobactin T,Primary Name,drugbank:DB04043,CARBOXYMYCOBACTIN T,False,False,False,DrugBank,5.1.12,,,,
6-hydroxymethylpterin diphosphate,Primary Name,drugbank:DB04047,6-HYDROXYMETHYLPTERIN DIPHOSPHATE,False,False,False,DrugBank,5.1.12,,,,
ASK-8007,Primary Name,chembl:CHEMBL2109530,ASK-8007,False,False,False,ChEMBL,33,,,,
Anthranilic acid,Primary Name,drugbank:DB04166,ANTHRANILIC ACID,False,False,False,DrugBank,5.1.12,,,,
Tris(Hydroxyethyl)Aminomethane,Primary Name,drugbank:DB04237,TRIS(HYDROXYETHYL)AMINOMETHANE,False,False,False,DrugBank,5.1.12,,,,
AMG-157,Primary Name,chembl:CHEMBL2109595,AMG-157,False,False,False,ChEMBL,33,,,,
IMC-CS4,Primary Name,chembl:CHEMBL2109323,IMC-CS4,False,False,False,ChEMBL,33,,,,
"2,4-Dinitrophenol",Primary Name,drugbank:DB04528,"2,4-DINITROPHENOL",False,False,False,DrugBank,5.1.12,,,,
YTTRIUM Y 90 EPRATUZUMAB,Primary Name,chembl:CHEMBL2108817,YTTRIUM Y 90 EPRATUZUMAB,False,False,False,ChEMBL,33,,,,
MLN-01,Primary Name,chembl:CHEMBL2109496,MLN-01,False,False,False,ChEMBL,33,,,,
PG-110,Primary Name,chembl:CHEMBL2109526,PG-110,False,False,False,ChEMBL,33,,,,
PD-360324,Primary Name,chembl:CHEMBL2109513,PD-360324,False,False,False,ChEMBL,33,,,,
FBT-A05,Primary Name,chembl:CHEMBL2109351,FBT-A05,False,False,False,ChEMBL,33,,,,
MDX-1342,Primary Name,chembl:CHEMBL2109337,MDX-1342,False,False,False,ChEMBL,33,,,,
SAR-566658,Primary Name,chembl:CHEMBL2109635,SAR-566658,False,False,False,ChEMBL,33,,,,
CSL-360,Primary Name,chembl:CHEMBL2109327,CSL-360,False,False,False,ChEMBL,33,,,,
MU-11-1F4 124I,Primary Name,chembl:CHEMBL2109302,MU-11-1F4 124I,False,False,False,ChEMBL,33,,,,
IDEC-159,Primary Name,chembl:CHEMBL2109576,IDEC-159,False,False,False,ChEMBL,33,,,,
DAS-181,Primary Name,drugbank:DB15313,DAS-181,False,False,False,ChEMBL,33,,,,
ABC-294640,Primary Name,iuphar.ligand:6624,OPAGANIB,False,False,False,ChEMBL,33,,,,
CPG-52852,Primary Name,drugbank:DB12476,CPG-52852,False,False,False,ChEMBL,33,,,,
HT-0712,Primary Name,drugbank:DB11650,HT-0712,False,False,False,ChEMBL,33,,,,
BMS-986141,Primary Name,drugbank:DB14942,BMS-986141,False,False,False,ChEMBL,33,,,,
GMX1777,Primary Name,drugbank:DB05217,GMX1777,False,False,False,DrugBank,5.1.12,,,,
NINGETINIB,Primary Name,drugbank:DB16256,NINGETINIB,False,False,False,ChEMBL,33,,,,
BOS-589,Primary Name,chembl:CHEMBL4650296,BOS-589,False,False,False,ChEMBL,33,,,,
GSK2816126,Primary Name,iuphar.ligand:7012,GSK126,False,False,True,ChEMBL,33,,,,
AMY-101,Primary Name,drugbank:DB14803,AMY-101,False,False,False,ChEMBL,33,,,,
"INSULIN ZINC, PROMPT",Primary Name,chembl:CHEMBL2108493,"INSULIN ZINC, PROMPT",True,False,False,ChEMBL,33,,,,
PERTUSSIS VACCINE ADSORBED,Primary Name,chembl:CHEMBL2109220,PERTUSSIS VACCINE ADSORBED,False,False,False,ChEMBL,33,,,,
TECHNETIUM TC 99M ALBUMIN AGGREGATED,Primary Name,chembl:CHEMBL1201522,TECHNETIUM TC 99M ALBUMIN AGGREGATED,True,False,False,ChEMBL,33,,,,
SHR-4640,Primary Name,chembl:CHEMBL3746329,SHR-4640,False,False,False,ChEMBL,33,,,,
"INSULIN HUMAN, ISOPHANE",Primary Name,chembl:CHEMBL2108973,"INSULIN HUMAN, ISOPHANE",False,False,False,ChEMBL,33,,,,
"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",Primary Name,drugbank:DB06892,"(5S)-4,5-DIFLUORO-6-[(2-FLUORO-4-IODOPHENYL)IMINO]-N-(2-HYDROXYETHOXY)CYCLOHEXA-1,3-DIENE-1-CARBOXAMIDE",False,False,False,DrugBank,5.1.12,,,,
SETOGEPRAM,Primary Name,drugbank:DB15447,SETOGEPRAM,False,False,False,ChEMBL,33,,,,
TRV-120027,Primary Name,drugbank:DB12199,TRV-120027,False,False,False,ChEMBL,33,,,,
"5-(hexahydro-2-oxo-1H-thieno[3,4-D]imidazol-6-yl)pentanal",Primary Name,drugbank:DB07497,"5-(HEXAHYDRO-2-OXO-1H-THIENO[3,4-D]IMIDAZOL-6-YL)PENTANAL",False,False,False,DrugBank,5.1.12,,,,
"4-{[5-(CYCLOHEXYLMETHOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",Primary Name,drugbank:DB07685,"4-{[5-(CYCLOHEXYLMETHOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",False,False,False,DrugBank,5.1.12,,,,
"N-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",Primary Name,drugbank:DB07738,"N-[1-(5-BROMO-2,3-DIMETHOXYBENZYL)PIPERIDIN-4-YL]-4-SULFANYLBUTANAMIDE",False,False,False,DrugBank,5.1.12,,,,
(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE,Primary Name,drugbank:DB07876,(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE,False,False,False,DrugBank,5.1.12,,,,
SD-0006,Primary Name,drugbank:DB07943,SD-0006,False,False,False,DrugBank,5.1.12,,,,
TRIACETYLDIPHENOLISATIN,Primary Name,chembl:CHEMBL1909288,TRIACETYLDIPHENOLISATIN,True,False,False,ChEMBL,33,,,,
SC-74020,Primary Name,drugbank:DB01630,SC-74020,False,False,False,DrugBank,5.1.12,,,,
7-methyl-GpppA,Primary Name,drugbank:DB01649,7-METHYL-GPPPA,False,False,False,DrugBank,5.1.12,,,,
Trinitrotoluene,Primary Name,drugbank:DB01676,TRINITROTOLUENE,False,False,False,DrugBank,5.1.12,,,,
Inhibitor Idd 384,Primary Name,drugbank:DB01689,INHIBITOR IDD 384,False,False,False,DrugBank,5.1.12,,,,
"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide",Primary Name,drugbank:DB01725,"2-{2-HYDROXY-[1,1'-BIPHENYL]-3-YL}-1H-1,3-BENZODIAZOLE-5-CARBOXIMIDAMIDE",False,False,False,DrugBank,5.1.12,,,,
1-naphthaleneacetic acid,Primary Name,drugbank:DB01750,1-NAPHTHALENEACETIC ACID,False,False,False,DrugBank,5.1.12,,,,
Beta-(2-Naphthyl)-Alanine,Primary Name,drugbank:DB01766,BETA-(2-NAPHTHYL)-ALANINE,False,False,False,DrugBank,5.1.12,,,,
D-Alanine,Primary Name,drugbank:DB01786,D-ALANINE,False,False,False,DrugBank,5.1.12,,,,
Pyridoxyl-Glutamic Acid-5'-Monophosphate,Primary Name,drugbank:DB01813,PYRIDOXYL-GLUTAMIC ACID-5'-MONOPHOSPHATE,False,False,False,DrugBank,5.1.12,,,,
Phosphoenolpyruvate,Primary Name,drugbank:DB01819,PHOSPHOENOLPYRUVATE,False,False,False,DrugBank,5.1.12,,,,
"(5S,7R,8S,9S,10R)-3-Amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione",Primary Name,drugbank:DB01843,"(5S,7R,8S,9S,10R)-3-AMINO-8,9,10-TRIHYDROXY-7-(HYDROXYMETHYL)-6-OXA-1,3-DIAZASPIRO[4.5]DECANE-2,4-DIONE",False,False,False,DrugBank,5.1.12,,,,
8-azaxanthine,Primary Name,drugbank:DB01875,8-AZAXANTHINE,False,False,False,DrugBank,5.1.12,,,,
"16,17-Androstene-3-Ol",Primary Name,drugbank:DB01889,"16,17-ANDROSTENE-3-OL",False,False,False,DrugBank,5.1.12,,,,
RU85493,Primary Name,drugbank:DB01908,RU85493,False,False,False,DrugBank,5.1.12,,,,
Guanosine-2'-monophosphate,Primary Name,drugbank:DB01937,GUANOSINE-2'-MONOPHOSPHATE,False,False,False,DrugBank,5.1.12,,,,
RU78262,Primary Name,drugbank:DB01947,RU78262,False,False,False,DrugBank,5.1.12,,,,
"2-Amino-N,3,3-Trimethylbutanamide",Primary Name,drugbank:DB01949,"2-AMINO-N,3,3-TRIMETHYLBUTANAMIDE",False,False,False,DrugBank,5.1.12,,,,
N-acetyl-L-arginine,Primary Name,drugbank:DB01985,N-ACETYL-L-ARGININE,False,False,False,DrugBank,5.1.12,,,,
Imidazole-Derived Cellobiose,Primary Name,drugbank:DB02017,IMIDAZOLE-DERIVED CELLOBIOSE,False,False,False,DrugBank,5.1.12,,,,
Epicaptopril,Primary Name,drugbank:DB02032,EPICAPTOPRIL,False,False,False,DrugBank,5.1.12,,,,
Amylamine,Primary Name,drugbank:DB02045,AMYLAMINE,False,False,False,DrugBank,5.1.12,,,,
(+)-2-(4-biphenyl)propionic acid,Primary Name,drugbank:DB02047,(+)-2-(4-BIPHENYL)PROPIONIC ACID,False,False,False,DrugBank,5.1.12,,,,
L-N(omega)-nitroarginine-(4R)-amino-L-proline amide,Primary Name,drugbank:DB02077,L-N(OMEGA)-NITROARGININE-(4R)-AMINO-L-PROLINE AMIDE,False,False,False,DrugBank,5.1.12,,,,
Isatin,Primary Name,drugbank:DB02095,ISATIN,False,False,False,DrugBank,5.1.12,,,,
"6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol",Primary Name,drugbank:DB02120,"6-AMINO-4-HYDROXYMETHYL-CYCLOHEX-4-ENE-1,2,3-TRIOL",False,False,False,DrugBank,5.1.12,,,,
Methionine Phosphonate,Primary Name,drugbank:DB02151,METHIONINE PHOSPHONATE,False,False,False,DrugBank,5.1.12,,,,
2'-Deoxyguanosine-5'-Triphosphate,Primary Name,drugbank:DB02181,2'-DEOXYGUANOSINE-5'-TRIPHOSPHATE,False,False,False,DrugBank,5.1.12,,,,
2-Bromoacetyl Group,Primary Name,drugbank:DB02198,2-BROMOACETYL GROUP,False,False,False,DrugBank,5.1.12,,,,
S-Ethylisothiourea,Primary Name,drugbank:DB02234,S-ETHYLISOTHIOUREA,False,False,False,DrugBank,5.1.12,,,,
2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine,Primary Name,drugbank:DB02287,2-(2-HYDROXY-PHENYL)-3H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,False,False,False,DrugBank,5.1.12,,,,
5-monophosphate-9-beta-D-ribofuranosyl xanthine,Primary Name,drugbank:DB02309,5-MONOPHOSPHATE-9-BETA-D-RIBOFURANOSYL XANTHINE,False,False,False,DrugBank,5.1.12,,,,
Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,Primary Name,drugbank:DB02339,ALLYL-{6-[3-(4-BROMO-PHENYL)-BENZOFURAN-6-YLOXY]-HEXYL-}-METHYL-AMIN,False,False,False,DrugBank,5.1.12,,,,
CRA_10762,Primary Name,drugbank:DB02366,CRA_10762,False,False,False,DrugBank,5.1.12,,,,
nor-NOHA,Primary Name,drugbank:DB02381,NOR-NOHA,False,False,False,DrugBank,5.1.12,,,,
"D-Gluco-2,5-Anhydro-1-Deoxy-1-Phosphonohexitol-6-Phosphate",Primary Name,drugbank:DB02393,"D-GLUCO-2,5-ANHYDRO-1-DEOXY-1-PHOSPHONOHEXITOL-6-PHOSPHATE",False,False,False,DrugBank,5.1.12,,,,
