source_evidence_id,target_drug_concept_id,evidence_level,significance,evidence_direction
11744,rxcui:2104548,C,Sensitivity/Response,Supports
11746,rxcui:2104548,C,Sensitivity/Response,Supports
11747,rxcui:2104548,C,Sensitivity/Response,Supports
11748,rxcui:2104548,C,Sensitivity/Response,Supports
11751,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11752,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11753,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11754,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11755,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11756,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11757,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11758,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11759,fda:TRASTUZUMABDERUXTECAN,C,Sensitivity/Response,Supports
11760,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11761,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11762,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11763,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11764,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11765,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
11770,rxcui:1147220,B,Sensitivity/Response,Supports
11789,fda:DASATINIB,B,Sensitivity/Response,Does Not Support
11848,rxcui:2197862,C,Sensitivity/Response,Supports
11849,rxcui:2197862,C,Sensitivity/Response,Supports
11850,rxcui:2197862,C,Sensitivity/Response,Supports
11851,rxcui:2197862,C,Sensitivity/Response,Supports
11852,rxcui:2197862,C,Sensitivity/Response,Supports
11853,rxcui:2197862,C,Sensitivity/Response,Supports
11854,rxcui:2197862,C,Sensitivity/Response,Supports
11855,rxcui:2197862,C,Sensitivity/Response,Supports
11856,rxcui:2197862,C,Sensitivity/Response,Supports
11857,rxcui:2197862,C,Sensitivity/Response,Supports
11859,rxcui:2197862,C,Sensitivity/Response,Supports
11860,rxcui:2197862,C,Sensitivity/Response,Supports
11861,rxcui:2197862,C,Sensitivity/Response,Supports
11862,rxcui:2197862,C,Sensitivity/Response,Supports
11867,rxcui:2394936,D,Sensitivity/Response,Supports
11867,rxcui:2370147,D,Sensitivity/Response,Supports
11875,rxcui:2370147,B,Sensitivity/Response,Supports
11876,rxcui:2370147,D,Sensitivity/Response,Supports
11877,rxcui:2370147,D,Sensitivity/Response,Supports
12012,rxcui:1727454,A,Sensitivity/Response,Supports
12013,fda:TRASTUZUMABDERUXTECAN,A,Sensitivity/Response,Supports
12014,iuphar.ligand:10505,A,Sensitivity/Response,Supports
12015,rxcui:1721560,A,Sensitivity/Response,Supports
12016,ncit:C106254,A,Sensitivity/Response,Supports
12020,rxcui:282357,A,Sensitivity/Response,Supports
12020,rxcui:2669967,A,Sensitivity/Response,Supports
12027,fda:TRAMETINIB,B,Sensitivity/Response,Does Not Support
12028,ncit:C106254,A,Sensitivity/Response,Supports
12029,rxcui:1251,B,Sensitivity/Response,Supports
12029,ncit:C85465,B,Sensitivity/Response,Supports
12034,rxcui:2669967,A,Sensitivity/Response,Supports
12034,rxcui:282357,A,Sensitivity/Response,Supports
12035,rxcui:2197862,C,Sensitivity/Response,Supports
12042,rxcui:2619313,B,Sensitivity/Response,Supports
12042,rxcui:1919503,B,Sensitivity/Response,Supports
12045,rxcui:1601374,B,Resistance,Supports
12045,rxcui:282357,B,Resistance,Supports
12053,rxcui:2197862,C,Sensitivity/Response,Does Not Support
12056,rxcui:2370147,A,Sensitivity/Response,Supports
12063,rxcui:318341,A,Sensitivity/Response,Supports
12063,rxcui:2625882,A,Sensitivity/Response,Supports
12071,rxcui:2197862,B,Sensitivity/Response,Supports
12075,rxcui:2395271,B,Sensitivity/Response,Supports
12083,rxcui:1547545,B,Sensitivity/Response,Supports
12099,rxcui:1603350,D,Sensitivity/Response,Supports
12120,rxcui:2104548,C,Sensitivity/Response,Supports
12131,iuphar.ligand:10505,A,Sensitivity/Response,Supports
12131,ncit:C148147,A,Sensitivity/Response,Supports
12140,rxcui:2197862,C,Sensitivity/Response,Supports
12142,rxcui:1094833,D,Resistance,Supports
12143,rxcui:318341,B,Sensitivity/Response,Supports
12156,iuphar.ligand:10505,A,Sensitivity/Response,Supports
12156,rxcui:40048,A,Sensitivity/Response,Supports
12157,rxcui:2370147,A,Sensitivity/Response,Supports
12161,fda:TRAMETINIB,A,Sensitivity/Response,Supports
12161,rxcui:1424911,A,Sensitivity/Response,Supports
12162,fda:TRAMETINIB,A,Sensitivity/Response,Supports
12162,rxcui:1424911,A,Sensitivity/Response,Supports
12264,rxcui:263034,A,Sensitivity/Response,Supports
12264,iuphar.ligand:10678,A,Sensitivity/Response,Supports
12360,rxcui:337525,C,Sensitivity/Response,Supports
12369,rxcui:1430438,C,Sensitivity/Response,Supports
12370,rxcui:1721560,C,Sensitivity/Response,Supports
12370,rxcui:337525,C,Sensitivity/Response,Supports
12371,rxcui:328134,C,Sensitivity/Response,Supports
12372,rxcui:1721560,C,Sensitivity/Response,Supports
12406,rxcui:1727454,C,Sensitivity/Response,Supports
12463,rxcui:1307298,B,Resistance,Supports
12464,rxcui:1307298,B,Resistance,Supports
12469,rxcui:2123125,B,Sensitivity/Response,Supports
12478,ncit:C76199,B,Sensitivity/Response,Supports
12479,rxcui:357977,B,Sensitivity/Response,Does Not Support
12498,rxcui:141704,B,Sensitivity/Response,Supports
12503,ncit:C112205,D,Sensitivity/Response,Supports
12503,rxcui:1601374,D,Sensitivity/Response,Supports
12503,rxcui:282357,D,Sensitivity/Response,Supports
12505,ncit:C95726,D,,Supports
12505,ncit:C112205,D,,Supports
12514,ncit:C88329,B,Sensitivity/Response,Does Not Support
12523,fda:DATOPOTAMABDERUXTECAN,A,Sensitivity/Response,Supports
12530,iuphar.ligand:12387,A,Sensitivity/Response,Supports
12533,iuphar.ligand:9636,A,Sensitivity/Response,Supports
12533,rxcui:282357,A,Sensitivity/Response,Supports
12533,rxcui:1601374,A,Sensitivity/Response,Supports
12534,rxcui:282357,A,Sensitivity/Response,Supports
12534,iuphar.ligand:9636,A,Sensitivity/Response,Supports
12534,rxcui:1601374,A,Sensitivity/Response,Supports
12535,rxcui:1601374,A,Sensitivity/Response,Supports
12535,iuphar.ligand:9636,A,Sensitivity/Response,Supports
12535,rxcui:282357,A,Sensitivity/Response,Supports
12536,rxcui:1601374,A,Sensitivity/Response,Supports
12536,rxcui:282357,A,Sensitivity/Response,Supports
12536,iuphar.ligand:9636,A,Sensitivity/Response,Supports
12537,rxcui:1601374,A,Sensitivity/Response,Supports
12537,iuphar.ligand:9636,A,Sensitivity/Response,Supports
12537,rxcui:282357,A,Sensitivity/Response,Supports
12538,rxcui:1601374,A,Sensitivity/Response,Supports
12538,iuphar.ligand:9636,A,Sensitivity/Response,Supports
12538,rxcui:282357,A,Sensitivity/Response,Supports
12539,rxcui:1601374,A,Sensitivity/Response,Supports
12539,rxcui:282357,A,Sensitivity/Response,Supports
12539,iuphar.ligand:9636,A,Sensitivity/Response,Supports
12540,rxcui:1601374,A,Sensitivity/Response,Supports
12540,rxcui:282357,A,Sensitivity/Response,Supports
12540,iuphar.ligand:9636,A,Sensitivity/Response,Supports
12542,rxcui:2359268,C,Sensitivity/Response,Does Not Support
12545,rxcui:1716278,C,Sensitivity/Response,Supports
12547,rxcui:2628190,D,Sensitivity/Response,Supports
12555,rxcui:1091836,D,Sensitivity/Response,Supports
12563,iuphar.ligand:12387,A,Sensitivity/Response,Supports
12564,iuphar.ligand:12387,A,Sensitivity/Response,Supports
12573,ncit:C121379,B,Sensitivity/Response,Supports
12574,rxcui:1547545,B,Sensitivity/Response,Supports
12585,rxcui:1716278,C,Sensitivity/Response,Supports
12586,ncit:C124946,B,Sensitivity/Response,Supports
12587,chembl:CHEMBL3707227,B,Sensitivity/Response,Supports
12594,rxcui:1547545,B,Sensitivity/Response,Supports
12597,rxcui:2360232,D,Resistance,Supports
12598,rxcui:2370147,A,Sensitivity/Response,Supports
12601,rxcui:1191,B,Sensitivity/Response,Supports
12602,rxcui:1191,B,Sensitivity/Response,Supports
12623,ncit:C167205,A,Sensitivity/Response,Supports
12630,ncit:C167205,A,Sensitivity/Response,Supports
12631,ncit:C167205,A,Sensitivity/Response,Supports
12632,ncit:C167205,A,Sensitivity/Response,Supports
12633,ncit:C167205,A,Sensitivity/Response,Supports
12634,ncit:C167205,A,Sensitivity/Response,Supports
12695,ncit:C113792,A,Sensitivity/Response,Supports
12708,rxcui:2370147,A,Sensitivity/Response,Supports
12718,ncit:C167205,A,Sensitivity/Response,Supports
12732,chembl:CHEMBL1201733,C,Sensitivity/Response,Supports
12732,rxcui:194337,C,Sensitivity/Response,Supports
12761,iuphar.ligand:12073,D,Sensitivity/Response,Supports
12762,iuphar.ligand:12073,D,Sensitivity/Response,Supports
12763,rxcui:1597582,B,Sensitivity/Response,Supports
12764,rxcui:1597582,B,Sensitivity/Response,Supports
12765,rxcui:1597582,B,Sensitivity/Response,Supports
12766,rxcui:1597582,B,Sensitivity/Response,Supports
12767,rxcui:1597582,B,Sensitivity/Response,Supports
12798,iuphar.ligand:12989,B,Sensitivity/Response,Supports
12799,rxcui:1919503,B,Sensitivity/Response,Does Not Support
12799,rxcui:2619313,B,Sensitivity/Response,Does Not Support
12807,fda:SEVABERTINIB,A,Sensitivity/Response,Supports
12808,fda:SEVABERTINIB,A,Sensitivity/Response,Supports
12850,rxcui:1919503,B,Sensitivity/Response,Supports
12918,rxcui:1597876,B,Sensitivity/Response,Does Not Support
12919,iuphar.ligand:9758,B,Sensitivity/Response,Supports
12946,rxcui:1721560,C,Sensitivity/Response,Supports
100000,rxcui:2103164,LEVEL_2,Sensitivity/Response,Supports
100001,fda:NELADALKIB,LEVEL_3A,Sensitivity/Response,Supports
100002,rxcui:1727454,LEVEL_R2,Resistance,Supports
100003,rxcui:1921217,LEVEL_R2,Resistance,Supports
100004,rxcui:1535457,LEVEL_R2,Resistance,Supports
100005,rxcui:1148495,LEVEL_R2,Resistance,Supports
100006,rxcui:1094833,LEVEL_1,Sensitivity/Response,Supports
100006,rxcui:1597876,LEVEL_1,Sensitivity/Response,Supports
100007,rxcui:1597876,LEVEL_1,Sensitivity/Response,Supports
100008,rxcui:1547545,LEVEL_1,Sensitivity/Response,Supports
100009,iuphar.ligand:11518,LEVEL_2,Sensitivity/Response,Supports
100010,iuphar.ligand:11518,LEVEL_3B,Sensitivity/Response,Supports
100010,rxcui:40048,LEVEL_3B,Sensitivity/Response,Supports
100010,rxcui:56946,LEVEL_3B,Sensitivity/Response,Supports
100011,rxcui:1547545,LEVEL_1,Sensitivity/Response,Supports
100012,iuphar.ligand:11518,LEVEL_3B,Sensitivity/Response,Supports
100013,iuphar.ligand:11518,LEVEL_3B,Sensitivity/Response,Supports
100013,rxcui:40048,LEVEL_3B,Sensitivity/Response,Supports
100013,rxcui:56946,LEVEL_3B,Sensitivity/Response,Supports
100014,rxcui:1094833,LEVEL_3B,Sensitivity/Response,Supports
100014,rxcui:1597876,LEVEL_3B,Sensitivity/Response,Supports
100015,rxcui:1597876,LEVEL_3B,Sensitivity/Response,Supports
100016,rxcui:1547545,LEVEL_1,Sensitivity/Response,Supports
